"chapter","ayah","wordpos","utf8","feature","FA","QA","SW"
"29","67","1-1","وْا۟","pos","PRON","PRON","r---r-"
"29","67","2-0","أَنَّ","pos","PRON","ACC","p--a--"
"29","67","2-1","ا","pos","-","PRON","r---r-"
"29","67","3-0","جَعَلْ","pos","NOUN","V","v-p---"
"29","67","3-1","نَا","pos","PRON","PRON","r---r-"
"29","67","4-0","حَرَمًا","pos","NOUN","N","nl----"
"29","67","4-1",,"pos","CASE","œ","r---k-"
"29","67","5-0","ءَامِنًا","pos","ADJ","N","nu----"
"29","67","5-1",,"pos","CASE","œ","r---k-"
"29","67","6-0","وَ","pos","CONJ","CIRC","p--c--"
"29","67","6-1","يُتَخَطَّفُ","pos","V","V","r---a-"
"29","67","6-2",,"pos","-","œ","v-c---"
"29","67","7-0","ٱل","pos","DET","DET","r---d-"
"29","67","7-1","نَّاسُ","pos","NOUN","N","n$----"
"29","67","8-0","مِنْ","pos","PREP","P","p--p--"
"29","67","9-0","حَوْلِ","pos","NOUN","N","nv----"
"29","67","9-1","هِمْ","pos","PRON","PRON","r---r-"
"29","67","10-0","أَ","pos","NOUN","INTG","p--i--"
"29","67","10-1","فَ","pos","-","SUP","p--c--"
"29","67","10-2","بِ","pos","-","P","p--p--"
"29","67","10-3","ٱلْ","pos","-","DET","r---d-"
"29","67","10-4","بَٰطِلِ","pos","-","N","nu----"
"29","67","11-0","يُؤْمِنُ","pos","V","V","r---a-"
"29","67","11-1","ونَ","pos","PRON","PRON","v-c---"
"29","67","11-2",,"pos","-","œ","r---r-"
"29","67","12-0","وَ","pos","CONJ","CONJ","p--c--"
"29","67","12-1","بِ","pos","PREP","P","p--p--"
"29","67","12-2","نِعْمَةِ","pos","NOUN","N","ns----"
"29","67","12-3",,"pos","NSUFF","œ","r---t-"
"29","67","13-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","67","14-0","يَكْفُرُ","pos","V","V","r---a-"
"29","67","14-1","ونَ","pos","PRON","PRON","v-c---"
"29","67","14-2",,"pos","-","œ","r---r-"
"29","67","16",".","pos","END","END","END"
"29","68","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","68","0-1","مَنْ","pos","PART","REL","nr----"
"29","68","1-0","أَظْلَمُ","pos","ADJ","N","n@----"
"29","68","2-0","مِ","pos","NOUN","P","p--p--"
"29","68","2-1","مَّنِ","pos","-","REL","nr----"
"29","68","3-0","ٱفْتَرَىٰ","pos","V","V","v-p---"
"29","68","4-0","عَلَى","pos","PREP","P","p--p--"
"29","68","5-0","ٱللَّهِ","pos","NOUN","PN","nn----"
"29","68","6-0","كَذِبًا","pos","NOUN","N","ng----"
"29","68","6-1",,"pos","CASE","œ","r---k-"
"29","68","7-0","أَوْ","pos","CONJ","CONJ","p--c--"
"29","68","8-0","كَذَّبَ","pos","NOUN","V","v-p---"
"29","68","9-0","بِ","pos","PREP","P","p--p--"
"29","68","9-1","ٱلْ","pos","DET","DET","r---d-"
"29","68","9-2","حَقِّ","pos","NOUN","N","ng----"
"29","68","10-0","لَمَّا","pos","PREP","T","nv----"
"29","68","10-1",,"pos","PART","œ","ß"
"29","68","11-0","جَآءَ","pos","V","V","v-p---"
"29","68","11-1","هُۥٓ","pos","PRON","PRON","r---r-"
"29","68","12-0","أَ","pos","NOUN","INTG","p--i--"
"29","68","12-1","لَيْسَ","pos","-","V","v-p---"
"29","68","13-0","فِى","pos","PREP","P","p--p--"
"29","68","14-0","جَهَنَّمَ","pos","NOUN","PN","nn----"
"29","68","15-0","مَثْوًى","pos","NOUN","N","nl----"
"29","68","16-0","لِّ","pos","PREP","P","p--p--"
"29","68","16-1","لْ","pos","DET","DET","r---d-"
"29","68","16-2","كَٰفِرِينَ","pos","NOUN","N","nu----"
"29","68","16-3",,"pos","NSUFF","œ","r---m-"
"29","68","18",".","pos","END","END","END"
"29","69","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","69","0-1","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","69","1-0","جَٰهَدُ","pos","ADJ","V","v-p---"
"29","69","1-1","وا۟","pos","PRON","PRON","r---r-"
"29","69","2-0","فِي","pos","PREP","P","p--p--"
"29","69","2-1","نَا","pos","PRON","PRON","r---r-"
"29","69","3-0","لَ","pos","NOUN","EMPH","p--z--"
"29","69","3-1","نَهْدِيَ","pos","-","V","r---a-"
"29","69","3-2","نَّ","pos","-","EMPH","v-c---"
"29","69","3-3","هُمْ","pos","-","PRON","r---z-"
"29","69","3-4",,"pos","-","œ","r---r-"
"29","69","4-0","سُبُلَ","pos","NOUN","N","nl----"
"29","69","4-1","نَا","pos","PRON","PRON","r---r-"
"29","69","5-0","وَ","pos","CONJ","CONJ","p--c--"
"29","69","5-1","إِنَّ","pos","PART","ACC","p--a--"
"29","69","6-0","ٱللَّهَ","pos","NOUN","PN","nn----"
"29","69","7-0","لَ","pos","V","EMPH","p--z--"
"29","69","7-1","مَعَ","pos","-","LOC","nv----"
"29","69","8-0","ٱلْ","pos","DET","DET","r---d-"
"29","69","8-1","مُحْسِنِينَ","pos","NOUN","N","nu----"
"29","69","8-2",,"pos","NSUFF","œ","r---m-"
"29","69","10",".","pos","END","END","END"
"29","7","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","7","0-1","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","7","1-0","ءَامَنُ","pos","V","V","v-p---"
"29","7","1-1","وا۟","pos","PRON","PRON","r---r-"
"29","7","2-0","وَ","pos","CONJ","CONJ","p--c--"
"29","7","2-1","عَمِلُ","pos","V","V","v-p---"
"29","7","2-2","وا۟","pos","PRON","PRON","r---r-"
"29","7","3-0","ٱل","pos","DET","DET","r---d-"
"29","7","3-1","صَّٰلِحَٰتِ","pos","NOUN","N","nu----"
"29","7","3-2",,"pos","NSUFF","œ","r---l-"
"29","7","4-0","لَ","pos","NOUN","EMPH","p--z--"
"29","7","4-1","نُكَفِّرَ","pos","-","V","r---a-"
"29","7","4-2","نَّ","pos","-","EMPH","v-c---"
"29","7","4-3",,"pos","-","œ","r---z-"
"29","7","5-0","عَنْ","pos","PREP","P","p--p--"
"29","7","5-1","هُمْ","pos","PRON","PRON","r---r-"
"29","7","6-0","سَيِّـَٔاتِ","pos","NOUN","N","nq----"
"29","7","6-1","هِمْ","pos","NSUFF","PRON","r---l-"
"29","7","6-2",,"pos","PRON","œ","r---r-"
"29","7","7-0","وَ","pos","NOUN","CONJ","p--c--"
"29","7","7-1","لَ","pos","-","EMPH","p--z--"
"29","7","7-2","نَجْزِيَ","pos","-","V","r---a-"
"29","7","7-3","نَّ","pos","-","EMPH","v-c---"
"29","7","7-4","هُمْ","pos","-","PRON","r---z-"
"29","7","7-5",,"pos","-","œ","r---r-"
"29","7","8-0","أَحْسَنَ","pos","ADJ","N","v-c---"
"29","7","9-0","ٱلَّذِى","pos","PART","REL","nr----"
"29","7","10-0","كَانُ","pos","V","V","v-p---"
"29","7","10-1","وا۟","pos","PRON","PRON","r---r-"
"29","7","11-0","يَعْمَلُ","pos","V","V","r---a-"
"29","7","11-1","ونَ","pos","PRON","PRON","v-c---"
"29","7","11-2",,"pos","-","œ","r---r-"
"29","7","13",".","pos","END","END","END"
"29","8","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","8","0-1","وَصَّيْ","pos","NOUN","V","v-p---"
"29","8","0-2","نَا","pos","PRON","PRON","r---r-"
"29","8","1-0","ٱلْ","pos","DET","DET","r---d-"
"29","8","1-1","إِنسَٰنَ","pos","NOUN","N","nq----"
"29","8","2-0","بِ","pos","PREP","P","p--p--"
"29","8","2-1","وَٰلِدَيْ","pos","NOUN","N","nu----"
"29","8","2-2","هِ","pos","NSUFF","PRON","r---r-"
"29","8","2-3",,"pos","PRON","œ","r---r-"
"29","8","3-0","حُسْنًا","pos","NOUN","N","ng----"
"29","8","3-1",,"pos","CASE","œ","r---k-"
"29","8","4-0","وَ","pos","CONJ","CONJ","p--c--"
"29","8","4-1","إِن","pos","PART","COND","p--k--"
"29","8","5-0","جَٰهَدَ","pos","NOUN","V","v-p---"
"29","8","5-1","ا","pos","-","PRON","r---r-"
"29","8","5-2","كَ","pos","-","PRON","r---r-"
"29","8","6-0","لِ","pos","PREP","PRP","p--p--"
"29","8","6-1","تُشْرِكَ","pos","NOUN","V","r---a-"
"29","8","6-2",,"pos","-","œ","v-c---"
"29","8","7-0","بِ","pos","ABBREV","P","p--p--"
"29","8","7-1","ى","pos","-","PRON","np----"
"29","8","8-0","مَا","pos","PART","REL","nr----"
"29","8","9-0","لَيْسَ","pos","V","V","v-p---"
"29","8","10-0","لَ","pos","PREP","P","p--p--"
"29","8","10-1","كَ","pos","PREP","PRON","np----"
"29","8","10-2",,"pos","PREP","œ","ß"
"29","8","10-3",,"pos","PRON","œ","ß"
"29","8","11-0","بِ","pos","NOUN","P","p--p--"
"29","8","11-1","هِۦ","pos","-","PRON","np----"
"29","8","12-0","عِلْمٌ","pos","CONJ","N","ng----"
"29","8","12-1",,"pos","PART","œ","ß"
"29","8","13-0","فَ","pos","V","REM","p--c--"
"29","8","13-1","لَا","pos","PRON","NEG","p--n--"
"29","8","14-0","تُطِعْ","pos","PREP","V","r---a-"
"29","8","14-1","هُمَآ","pos","-","PRON","v-c---"
"29","8","14-2",,"pos","-","œ","r---r-"
"29","8","15-0","إِلَىَّ","pos","NOUN","P","p--p--"
"29","8","15-1",,"pos","PRON","PRON","r---r-"
"29","8","16-0","مَرْجِعُ","pos","NOUN","N","nt----"
"29","8","16-1","كُمْ","pos","-","PRON","r---r-"
"29","8","17-0","فَ","pos","PREP","CONJ","p--c--"
"29","8","17-1","أُنَبِّئُ","pos","PART","V","r---a-"
"29","8","17-2","كُم","pos","-","PRON","v-c---"
"29","8","17-3",,"pos","-","œ","r---r-"
"29","8","18-0","بِ","pos","NOUN","P","p--p--"
"29","8","18-1","مَا","pos","-","REL","nr----"
"29","8","19-0","كُن","pos","V","V","v-p---"
"29","8","19-1","تُمْ","pos","PRON","PRON","r---r-"
"29","8","20-0","تَعْمَلُ","pos","-","V","r---a-"
"29","8","20-1","ونَ","pos","-","PRON","v-c---"
"29","8","20-2",,"pos","-","œ","r---r-"
"29","8","22",".","pos","END","END","END"
"29","9","0-0","وَ","pos","CONJ","CONJ","p--c--"
"29","9","0-1","ٱلَّذِينَ","pos","PART","REL","nr----"
"29","9","1-0","ءَامَنُ","pos","V","V","v-p---"
"29","9","1-1","وا۟","pos","PRON","PRON","r---r-"
"29","9","2-0","وَ","pos","CONJ","CONJ","p--c--"
"29","9","2-1","عَمِلُ","pos","V","V","v-p---"
"29","9","2-2","وا۟","pos","PRON","PRON","r---r-"
"29","9","3-0","ٱل","pos","DET","DET","r---d-"
"29","9","3-1","صَّٰلِحَٰتِ","pos","NOUN","N","nu----"
"29","9","3-2",,"pos","NSUFF","œ","r---l-"
"29","9","4-0","لَ","pos","NOUN","EMPH","p--z--"
"29","9","4-1","نُدْخِلَ","pos","-","V","r---a-"
"29","9","4-2","نَّ","pos","-","EMPH","v-c---"
"29","9","4-3","هُمْ","pos","-","PRON","r---z-"
"29","9","4-4",,"pos","-","œ","r---r-"
"29","9","5-0","فِى","pos","PREP","P","p--p--"
"29","9","6-0","ٱل","pos","DET","DET","r---d-"
"29","9","6-1","صَّٰلِحِينَ","pos","NOUN","N","nu----"
"29","9","6-2",,"pos","NSUFF","œ","r---m-"
"29","9","8",".","pos","END","END","END"
